VGS,VDS,freq,real_Y_2_1___0_0____
-1.7,4.5,1000000000,2.20567803325066e-07
-1.7,4.6,1000000000,2.21801772228992e-07
-1.7,4.7,1000000000,2.23000374490578e-07
-1.7,4.8,1000000000,2.24164199293739e-07
-1.7,4.9,1000000000,2.25293854176765e-07
-1.7,5,1000000000,2.2638996302683e-07
-1.6,0,1000000000,1.07098168215132e-07
-1.6,0.1,1000000000,1.19870378510557e-07
-1.6,0.2,1000000000,1.30719388591344e-07
-1.6,0.3,1000000000,1.40029137258589e-07
-1.6,0.4,1000000000,1.48104312836528e-07
-1.6,0.5,1000000000,1.55187019807178e-07
-1.6,0.6,1000000000,1.61469890139437e-07
-1.6,0.7,1000000000,1.67106376330845e-07
-1.6,0.8,1000000000,1.72218835245932e-07
-1.6,0.9,1000000000,1.76904889351918e-07
-1.6,1,1000000000,1.81242446501287e-07
-1.6,1.1,1000000000,1.85293673658434e-07
-1.6,1.2,1000000000,1.89108152488785e-07
-1.6,1.3,1000000000,1.9272539261358e-07
-1.6,1.4,1000000000,1.96176838466911e-07
-1.6,1.5,1000000000,1.99487475297482e-07
-1.6,1.6,1000000000,2.02677116665382e-07
-1.6,1.7,1000000000,2.0576143802283e-07
-1.6,1.8,1000000000,2.08752807293022e-07
-1.6,1.9,1000000000,2.11660952767659e-07
-1.6,2,1000000000,2.1449350038465e-07
-1.6,2.1,1000000000,2.17256405969022e-07
-1.6,2.2,1000000000,2.19954302909674e-07
-1.6,2.3,1000000000,2.22590781693604e-07
-1.6,2.4,1000000000,2.25168614494405e-07
-1.6,2.5,1000000000,2.2768993543588e-07
-1.6,2.6,1000000000,2.30156385088082e-07
-1.6,2.7,1000000000,2.32569226096473e-07
-1.6,2.8,1000000000,2.34929435512565e-07
-1.6,2.9,1000000000,2.37237778321578e-07
-1.6,3,1000000000,2.39494865797862e-07
-1.6,3.1,1000000000,2.41701201621341e-07
-1.6,3.2,1000000000,2.43857218125285e-07
-1.6,3.3,1000000000,2.45963304591321e-07
-1.6,3.4,1000000000,2.48019829140611e-07
-1.6,3.5,1000000000,2.50027155473761e-07
-1.6,3.6,1000000000,2.51985655472628e-07
-1.6,3.7,1000000000,2.53895718483744e-07
-1.6,3.8,1000000000,2.55757757946812e-07
-1.6,3.9,1000000000,2.57572215905359e-07
-1.6,4,1000000000,2.59339565834502e-07
-1.6,4.1,1000000000,2.61060314138159e-07
-1.6,4.2,1000000000,2.6273500060115e-07
-1.6,4.3,1000000000,2.64364198027509e-07
-1.6,4.4,1000000000,2.65948511252406e-07
-1.6,4.5,1000000000,2.67488575679518e-07
-1.6,4.6,1000000000,2.68985055466735e-07
-1.6,4.7,1000000000,2.70438641459628e-07
-1.6,4.8,1000000000,2.71850048952943e-07
-1.6,4.9,1000000000,2.73220015344805e-07
-1.6,5,1000000000,2.74549297735586e-07
-1.5,0,1000000000,1.27184339773865e-07
-1.5,0.1,1000000000,1.43128193448698e-07
-1.5,0.2,1000000000,1.56651169096917e-07
-1.5,0.3,1000000000,1.68235907075433e-07
-1.5,0.4,1000000000,1.7826585736939e-07
-1.5,0.5,1000000000,1.8704588518036e-07
-1.5,0.6,1000000000,1.94818627277511e-07
-1.5,0.7,1000000000,2.01777401581929e-07
-1.5,0.8,1000000000,2.08076375337314e-07
-1.5,0.9,1000000000,2.13838576758094e-07
-1.5,1,1000000000,2.19162219008039e-07
-1.5,1.1,1000000000,2.24125705060183e-07
-1.5,1.2,1000000000,2.28791600144177e-07
-1.5,1.3,1000000000,2.33209793864555e-07
-1.5,1.4,1000000000,2.37420023984543e-07
-1.5,1.5,1000000000,2.41453895405513e-07
-1.5,1.6,1000000000,2.4533649842605e-07
-1.5,1.7,1000000000,2.49087707799014e-07
-1.5,1.8,1000000000,2.52723226747761e-07
-1.5,1.9,1000000000,2.56255426680937e-07
-1.5,2,1000000000,2.59694022904115e-07
-1.5,2.1,1000000000,2.63046618454287e-07
-1.5,2.2,1000000000,2.6631914174949e-07
-1.5,2.3,1000000000,2.69516198654217e-07
-1.5,2.4,1000000000,2.72641355513243e-07
-1.5,2.5,1000000000,2.75697366475981e-07
-1.5,2.6,1000000000,2.78686355847054e-07
-1.5,2.7,1000000000,2.8160996412306e-07
-1.5,2.8,1000000000,2.84469464706154e-07
-1.5,2.9,1000000000,2.87265856940752e-07
-1.5,3,1000000000,2.89999940035666e-07
-1.5,3.1,1000000000,2.92672371559379e-07
-1.5,3.2,1000000000,2.9528371348994e-07
-1.5,3.3,1000000000,2.9783446823057e-07
-1.5,3.4,1000000000,3.00325106541207e-07
-1.5,3.5,1000000000,3.02756088963771e-07
-1.5,3.6,1000000000,3.05127882017914e-07
-1.5,3.7,1000000000,3.07440970200679e-07
-1.5,3.8,1000000000,3.09695864626713e-07
-1.5,3.9,1000000000,3.11893108986602e-07
-1.5,4,1000000000,3.14033283372148e-07
-1.5,4.1,1000000000,3.16117006413243e-07
-1.5,4.2,1000000000,3.18144936086692e-07
-1.5,4.3,1000000000,3.20117769488977e-07
-1.5,4.4,1000000000,3.22036241809601e-07
-1.5,4.5,1000000000,3.2390112469671e-07
-1.5,4.6,1000000000,3.25713224170178e-07
-1.5,4.7,1000000000,3.27473378207706e-07
-1.5,4.8,1000000000,3.29182454105297e-07
-1.5,4.9,1000000000,3.30841345693826e-07
-1.5,5,1000000000,3.32450970477335e-07
-1.4,0,1000000000,1.50106420395207e-07
-1.4,0.1,1000000000,1.70058287523161e-07
-1.4,0.2,1000000000,1.86957404394758e-07
-1.4,0.3,1000000000,2.01409820875633e-07
-1.4,0.4,1000000000,2.13898256747562e-07
-1.4,0.5,1000000000,2.24807131740744e-07
-1.4,0.6,1000000000,2.3444272915448e-07
-1.4,0.7,1000000000,2.43049263239302e-07
-1.4,0.8,1000000000,2.50821610341826e-07
-1.4,0.9,1000000000,2.57915375434927e-07
-1.4,1,1000000000,2.64454853497499e-07
-1.4,1.1,1000000000,2.70539336190396e-07
-1.4,1.2,1000000000,2.76248119502458e-07
-1.4,1.3,1000000000,2.81644490343698e-07
-1.4,1.4,1000000000,2.8677890843861e-07
-1.4,1.5,1000000000,2.91691551886822e-07
-1.4,1.6,1000000000,2.96414357729753e-07
-1.4,1.7,1000000000,3.00972660371249e-07
-1.4,1.8,1000000000,3.05386508752961e-07
-1.4,1.9,1000000000,3.09671726215329e-07
-1.4,2,1000000000,3.13840763785835e-07
-1.4,2.1,1000000000,3.17903387325835e-07
-1.4,2.2,1000000000,3.21867230860893e-07
-1.4,2.3,1000000000,3.25738242011148e-07
-1.4,2.4,1000000000,3.2952104034791e-07
-1.4,2.5,1000000000,3.33219205442436e-07
-1.4,2.6,1000000000,3.36835508123163e-07
-1.4,2.7,1000000000,3.40372095849625e-07
-1.4,2.8,1000000000,3.43830641013485e-07
-1.4,2.9,1000000000,3.47212459287091e-07
-1.4,3,1000000000,3.5051860377659e-07
-1.4,3.1,1000000000,3.53749939635927e-07
-1.4,3.2,1000000000,3.56907202908699e-07
-1.4,3.3,1000000000,3.59991046646026e-07
-1.4,3.4,1000000000,3.6300207676736e-07
-1.4,3.5,1000000000,3.65940879661182e-07
-1.4,3.6,1000000000,3.68808043142296e-07
-1.4,3.7,1000000000,3.71604172074943e-07
-1.4,3.8,1000000000,3.74329899722076e-07
-1.4,3.9,1000000000,3.76985895679831e-07
-1.4,4,1000000000,3.79572871093199e-07
-1.4,4.1,1000000000,3.82091581716993e-07
-1.4,4.2,1000000000,3.8454282927925e-07
-1.4,4.3,1000000000,3.86927461517655e-07
-1.4,4.4,1000000000,3.89246371189275e-07
-1.4,4.5,1000000000,3.91500494296884e-07
-1.4,4.6,1000000000,3.93690807728913e-07
-1.4,4.7,1000000000,3.95818326472327e-07
-1.4,4.8,1000000000,3.97884100527172e-07
-1.4,4.9,1000000000,3.99889211626496e-07
-1.4,5,1000000000,4.01834769845036e-07
-1.3,0,1000000000,1.75827539131226e-07
-1.3,0.1,1000000000,2.00850145248563e-07
-1.3,0.2,1000000000,2.22020123770836e-07
-1.3,0.3,1000000000,2.40096036296863e-07
-1.3,0.4,1000000000,2.55684768978042e-07
-1.3,0.5,1000000000,2.69271124798163e-07
-1.3,0.6,1000000000,2.81242218166792e-07
-1.3,0.7,1000000000,2.91907216923197e-07
-1.3,0.8,1000000000,3.01513146835549e-07
-1.3,0.9,1000000000,3.10257472443043e-07
-1.3,1,1000000000,3.18298089778408e-07
-1.3,1.1,1000000000,3.25761263613545e-07
-1.3,1.2,1000000000,3.32747940535497e-07
-1.3,1.3,1000000000,3.39338780353884e-07
-1.3,1.4,1000000000,3.45598175066551e-07
-1.3,1.5,1000000000,3.5157746614625e-07
-1.3,1.6,1000000000,3.5731752511433e-07
-1.3,1.7,1000000000,3.62850826811616e-07
-1.3,1.8,1000000000,3.68203117247637e-07
-1.3,1.9,1000000000,3.7339475656893e-07
-1.3,2,1000000000,3.7844180108355e-07
-1.3,2.1,1000000000,3.83356875296828e-07
-1.3,2.2,1000000000,3.88149874707722e-07
-1.3,2.3,1000000000,3.92828532049147e-07
-1.3,2.4,1000000000,3.9739887324942e-07
-1.3,2.5,1000000000,4.01865584281952e-07
-1.3,2.6,1000000000,4.06232305979518e-07
-1.3,2.7,1000000000,4.10501870604859e-07
-1.3,2.8,1000000000,4.14676491325997e-07
-1.3,2.9,1000000000,4.18757913613437e-07
-1.3,3,1000000000,4.22747535855907e-07
-1.3,3.1,1000000000,4.26646505100878e-07
-1.3,3.2,1000000000,4.30455792701805e-07
-1.3,3.3,1000000000,4.34176253744334e-07
-1.3,3.4,1000000000,4.37808673387635e-07
-1.3,3.5,1000000000,4.41353802661087e-07
-1.3,3.6,1000000000,4.4481238577418e-07
-1.3,3.7,1000000000,4.48185180606917e-07
-1.3,3.8,1000000000,4.51472973731775e-07
-1.3,3.9,1000000000,4.54676591062162e-07
-1.3,4,1000000000,4.57796905014863e-07
-1.3,4.1,1000000000,4.60834838905944e-07
-1.3,4.2,1000000000,4.63791369163346e-07
-1.3,4.3,1000000000,4.66667525828984e-07
-1.3,4.4,1000000000,4.69464391733588e-07
-1.3,4.5,1000000000,4.72183100654787e-07
-1.3,4.6,1000000000,4.74824834709885e-07
-1.3,4.7,1000000000,4.77390821186709e-07
-1.3,4.8,1000000000,4.79882328976873e-07
-1.3,4.9,1000000000,4.82300664743864e-07
-1.3,5,1000000000,4.8464716893247e-07
-1.2,0,1000000000,2.04065715535771e-07
-1.2,0.1,1000000000,2.3550230084655e-07
-1.2,0.2,1000000000,2.6207972499972e-07
-1.2,0.3,1000000000,2.84741674196475e-07
-1.2,0.4,1000000000,3.04248413701618e-07
-1.2,0.5,1000000000,3.2121035490888e-07
-1.2,0.6,1000000000,3.36116730916845e-07
-1.2,0.7,1000000000,3.49359368473618e-07
-1.2,0.8,1000000000,3.61252033611748e-07
-1.2,0.9,1000000000,3.72046004765897e-07
-1.2,1,1000000000,3.81942536878878e-07
-1.2,1.1,1000000000,3.91102813287072e-07
-1.2,1.2,1000000000,3.99655889643828e-07
-1.2,1.3,1000000000,4.07705041242308e-07
-1.2,1.4,1000000000,4.15332842757243e-07
-1.2,1.5,1000000000,4.2260524088422e-07
-1.2,1.6,1000000000,4.29574825233072e-07
-1.2,1.7,1000000000,4.36283459318893e-07
-1.2,1.8,1000000000,4.42764399450162e-07
-1.2,1.9,1000000000,4.4904400275046e-07
-1.2,2,1000000000,4.55143104800913e-07
-1.2,2.1,1000000000,4.61078131126875e-07
-1.2,2.2,1000000000,4.66861993946606e-07
-1.2,2.3,1000000000,4.7250481546703e-07
-1.2,2.4,1000000000,4.78014510955946e-07
-1.2,2.5,1000000000,4.83397258388121e-07
-1.2,2.6,1000000000,4.8865787630832e-07
-1.2,2.7,1000000000,4.9380012741131e-07
-1.2,2.8,1000000000,4.98826962000657e-07
-1.2,2.9,1000000000,5.03740712793541e-07
-1.2,3,1000000000,5.08543250360699e-07
-1.2,3.1,1000000000,5.13236106728201e-07
-1.2,3.2,1000000000,5.17820573240872e-07
-1.2,3.3,1000000000,5.22297777631297e-07
-1.2,3.4,1000000000,5.26668744301875e-07
-1.2,3.5,1000000000,5.30934441068394e-07
-1.2,3.6,1000000000,5.3509581499864e-07
-1.2,3.7,1000000000,5.39153819481025e-07
-1.2,3.8,1000000000,5.43109434254224e-07
-1.2,3.9,1000000000,5.4696367980139e-07
-1.2,4,1000000000,5.50717627247013e-07
-1.2,4.1,1000000000,5.54372404679354e-07
-1.2,4.2,1000000000,5.57929200646799e-07
-1.2,4.3,1000000000,5.61389265434943e-07
-1.2,4.4,1000000000,5.6475391061632e-07
-1.2,4.5,1000000000,5.68024507271366e-07
-1.2,4.6,1000000000,5.71202483203426e-07
-1.2,4.7,1000000000,5.74289319408976e-07
-1.2,4.8,1000000000,5.77286546014027e-07
-1.2,4.9,1000000000,5.8019573784685e-07
-1.2,5,1000000000,5.83018509783834e-07
-1.1,0,1000000000,2.34181376200434e-07
-1.1,0.1,1000000000,2.73714689863455e-07
-1.1,0.2,1000000000,3.07134615225396e-07
-1.1,0.3,1000000000,3.35603651352326e-07
-1.1,0.4,1000000000,3.60067953363602e-07
-1.1,0.5,1000000000,3.81292999720685e-07
-1.1,0.6,1000000000,3.99895842183961e-07
-1.1,0.7,1000000000,4.16372858174785e-07
-1.1,0.8,1000000000,4.31122917148345e-07
-1.1,0.9,1000000000,4.44466360663485e-07
-1.1,1,1000000000,4.56660381641916e-07
-1.1,1.1,1000000000,4.6791141127059e-07
-1.1,1.2,1000000000,4.78385068617548e-07
-1.1,1.3,1000000000,4.88214147107372e-07
-1.1,1.4,1000000000,4.97505028398098e-07
-1.1,1.5,1000000000,5.06342838883649e-07
-1.1,1.6,1000000000,5.14795600586754e-07
-1.1,1.7,1000000000,5.22917576628418e-07
-1.1,1.8,1000000000,5.30751970334217e-07
-1.1,1.9,1000000000,5.38333104545568e-07
-1.1,2,1000000000,5.45688182108685e-07
-1.1,2.1,1000000000,5.5283870833483e-07
-1.1,2.2,1000000000,5.59801640269474e-07
-1.1,2.3,1000000000,5.66590314941546e-07
-1.1,2.4,1000000000,5.73215198666698e-07
-1.1,2.5,1000000000,5.79684491397321e-07
-1.1,2.6,1000000000,5.86004613621844e-07
-1.1,2.7,1000000000,5.9218059808807e-07
-1.1,2.8,1000000000,5.98216404404763e-07
-1.1,2.9,1000000000,6.04115171162119e-07
-1.1,3,1000000000,6.09879417447416e-07
-1.1,3.1,1000000000,6.15511203391397e-07
-1.1,3.2,1000000000,6.21012257563647e-07
-1.1,3.3,1000000000,6.26384077560773e-07
-1.1,3.4,1000000000,6.31628008934738e-07
-1.1,3.5,1000000000,6.36745306637762e-07
-1.1,3.6,1000000000,6.4173718237226e-07
-1.1,3.7,1000000000,6.46604840594954e-07
-1.1,3.8,1000000000,6.51349505405471e-07
-1.1,3.9,1000000000,6.55972440128874e-07
-1.1,4,1000000000,6.6047496106001e-07
-1.1,4.1,1000000000,6.64858446560461e-07
-1.1,4.2,1000000000,6.69124342473993e-07
-1.1,4.3,1000000000,6.73274164643874e-07
-1.1,4.4,1000000000,6.77309499167187e-07
-1.1,4.5,1000000000,6.81232000900888e-07
-1.1,4.6,1000000000,6.85043390636517e-07
-1.1,4.7,1000000000,6.88745451280879e-07
-1.1,4.8,1000000000,6.92340023315252e-07
-1.1,4.9,1000000000,6.95828999752962e-07
-1.1,5,1000000000,6.99214320772138e-07
-0.999999999999999,0,1000000000,2.65043976166991e-07
-0.999999999999999,0.1,1000000000,3.14753950372545e-07
-0.999999999999999,0.2,1000000000,3.56810385924312e-07
-0.999999999999999,0.3,1000000000,3.92624497657205e-07
-0.999999999999999,0.4,1000000000,4.23361486057689e-07
-0.999999999999999,0.5,1000000000,4.49974405218074e-07
-0.999999999999999,0.6,1000000000,4.73237962079049e-07
-0.999999999999999,0.7,1000000000,4.93779404807724e-07
-0.999999999999999,0.8,1000000000,5.12105348107939e-07
-0.999999999999999,0.9,1000000000,5.28624356105163e-07
-0.999999999999999,1,1000000000,5.43665593819726e-07
-0.999999999999999,1.1,1000000000,5.57494056609887e-07
-0.999999999999999,1.2,1000000000,5.70322925764252e-07
-0.999999999999999,1.3,1000000000,5.82323560319286e-07
-0.999999999999999,1.4,1000000000,5.9363356725558e-07
-0.999999999999999,1.5,1000000000,6.04363318867689e-07
-0.999999999999999,1.6,1000000000,6.14601218430091e-07
-0.999999999999999,1.7,1000000000,6.2441795728783e-07
-0.999999999999999,1.8,1000000000,6.33869958684249e-07
-0.999999999999999,1.9,1000000000,6.430021650095e-07
-0.999999999999999,2,1000000000,6.51850294253492e-07
-0.999999999999999,2.1,1000000000,6.6044266681637e-07
-0.999999999999999,2.2,1000000000,6.68801684193832e-07
-0.999999999999999,2.3,1000000000,6.76945025366965e-07
-0.999999999999999,2.4,1000000000,6.84886614155222e-07
-0.999999999999999,2.5,1000000000,6.92637400685217e-07
-0.999999999999999,2.6,1000000000,7.00205991979803e-07
-0.999999999999999,2.7,1000000000,7.07599160085558e-07
-0.999999999999999,2.8,1000000000,7.14822250822236e-07
-0.999999999999999,2.9,1000000000,7.21879511910503e-07
-0.999999999999999,3,1000000000,7.2877435572044e-07
-0.999999999999999,3.1,1000000000,7.35509569027942e-07
-0.999999999999999,3.2,1000000000,7.42087479844993e-07
-0.999999999999999,3.3,1000000000,7.48510089502589e-07
-0.999999999999999,3.4,1000000000,7.54779176630678e-07
-0.999999999999999,3.5,1000000000,7.60896378432083e-07
-0.999999999999999,3.6,1000000000,7.66863253633435e-07
-0.999999999999999,3.7,1000000000,7.72681330672187e-07
-0.999999999999999,3.8,1000000000,7.783521440093e-07
-0.999999999999999,3.9,1000000000,7.83877260913339e-07
-0.999999999999999,4,1000000000,7.89258300620013e-07
-0.999999999999999,4.1,1000000000,7.94496947412367e-07
-0.999999999999999,4.2,1000000000,7.99594958875532e-07
-0.999999999999999,4.3,1000000000,8.04554170343136e-07
-0.999999999999999,4.4,1000000000,8.09376496360329e-07
-0.999999999999999,4.5,1000000000,8.1406392983199e-07
-0.999999999999999,4.6,1000000000,8.18618539397741e-07
-0.999999999999999,4.7,1000000000,8.23042465472044e-07
