time	real(VinPA[1])
3.50000000000000044E-8	1.74845852158735138E-1
3.54999999999999893E-8	2.49086128723157119E-1
3.60000000000000053E-8	3.00741736930405068E-1
3.64999999999999991E-8	3.24853927166939238E-1
3.70000000000000062E-8	3.18958077572119203E-1
3.75000000000000000E-8	2.83373352416853752E-1
3.80000000000000071E-8	2.21227687299677633E-1
3.85000000000000009E-8	1.38208076097627908E-1
3.90000000000000080E-8	4.20541124991011728E-2
3.95000000000000062E-8	-5.81780489945989210E-2
4.00000000000000000E-8	-1.53104910683043771E-1
4.05000000000000071E-8	-2.33598044090505841E-1
4.10000000000000053E-8	-2.91844780318028141E-1
4.15000000000000036E-8	-3.22126629787993579E-1
4.20000000000000107E-8	-3.21401060097572167E-1
4.25000000000000089E-8	-2.89625215190717977E-1
4.29999999999999893E-8	-2.29785512184355722E-1
4.35000000000000053E-8	-1.47626537381496226E-1
4.39999999999999947E-8	-5.11032458531414324E-2
4.44999999999999929E-8	5.04087065351820307E-2
4.50000000000000089E-8	1.47159914052320961E-1
4.55000000000000160E-8	2.29663820969338284E-1
4.59999999999999964E-8	2.89801817120860550E-1
4.65000000000000036E-8	3.21632074129116141E-1
4.69999999999999929E-8	3.21985871134952095E-1
4.75000000000000089E-8	2.90790409097904590E-1
4.79999999999999982E-8	2.31084437801671916E-1
4.84999999999999964E-8	1.48723930231934576E-1
4.90000000000000036E-8	5.18063710086782958E-2
