time	imag(VinPA[1])
3.50000000000000044E-8	8.51563602762362493E-2
3.54999999999999893E-8	1.09901835940279602E-1
3.60000000000000053E-8	1.21498593242788488E-1
3.64999999999999991E-8	1.17539908373627289E-1
3.70000000000000062E-8	9.70885727788810371E-2
3.75000000000000000E-8	6.08139376790266972E-2
3.80000000000000071E-8	1.09764010468617634E-2
3.85000000000000009E-8	-4.87423186207565884E-2
3.90000000000000080E-8	-1.13549043042285369E-1
3.95000000000000062E-8	-1.77978245381198130E-1
4.00000000000000000E-8	-2.36511525389745492E-1
4.05000000000000071E-8	-2.83753769986595250E-1
4.10000000000000053E-8	-3.15092669173873174E-1
4.15000000000000036E-8	-3.27123671182773368E-1
4.20000000000000107E-8	-3.17965153809274437E-1
4.25000000000000089E-8	-2.87433720732008169E-1
4.29999999999999893E-8	-2.37063399699161481E-1
4.35000000000000053E-8	-1.69967962793077598E-1
4.39999999999999947E-8	-9.05610018685979234E-2
4.44999999999999929E-8	-4.14452381826259231E-3
4.50000000000000089E-8	8.36860207398033573E-2
4.55000000000000160E-8	1.67198398795687564E-1
4.59999999999999964E-8	2.41171022786970690E-1
4.65000000000000036E-8	3.01315856451703956E-1
4.69999999999999929E-8	3.44603949755739336E-1
4.75000000000000089E-8	3.69465151345306619E-1
4.79999999999999982E-8	3.75846279724664711E-1
4.84999999999999964E-8	3.65126094975768156E-1
4.90000000000000036E-8	3.39899397449286500E-1
4.94999999999999929E-8	3.03643341192533978E-1
5.00000000000000089E-8	2.60239847633211863E-1
5.04999999999999982E-8	2.13779154362977053E-1
5.09999999999999964E-8	1.68036401292700033E-1
5.15000000000000036E-8	1.26109162256343743E-1
5.20000000000000018E-8	9.01409063006928868E-2
5.25000000000000178E-8	6.11568482333883612E-2
5.30000000000000071E-8	3.90271162052492393E-2
5.35000000000000053E-8	2.25592151457114864E-2
5.40000000000000036E-8	9.70864530627135025E-3
5.45000000000000018E-8	-2.10960317004656961E-3
5.49999999999999911E-8	-1.56111826187043756E-2
5.54999999999999893E-8	-3.33656196927669679E-2
5.60000000000000053E-8	-5.73691342507378366E-2
5.65000000000000036E-8	-8.87310758528823662E-2
5.70000000000000107E-8	-1.27454004087337891E-1
5.75000000000000000E-8	-1.72333712369367675E-1
5.79999999999999982E-8	-2.20993702493893185E-1
5.85000000000000053E-8	-2.70055089552056060E-1
5.90000000000000213E-8	-3.15428945694400165E-1
5.95000000000000107E-8	-3.52716824918900862E-1
6.00000000000000000E-8	-3.77743507698970404E-1
6.05000000000000071E-8	-3.86793766354552382E-1
6.10000000000000142E-8	-3.77157095259991593E-1
6.15000000000000124E-8	-3.47487752404748829E-1
6.20000000000000018E-8	-2.98050449565648368E-1
6.25000000000000089E-8	-2.30821452265277527E-1
6.30000000000000071E-8	-1.49428162239689932E-1
6.34999999999999964E-8	-5.89257675145239279E-2
6.40000000000000036E-8	3.45742268706047629E-2
6.44999999999999929E-8	1.24411111503297200E-1
6.50000000000000000E-8	2.04066044219723741E-1
6.55000000000000071E-8	2.67409173210529794E-1
6.60000000000000053E-8	3.09423817165243475E-1
6.65000000000000036E-8	3.26682972135174277E-1
6.70000000000000018E-8	3.17695554228101917E-1
6.75000000000000000E-8	2.83085236394372597E-1
6.80000000000000160E-8	2.25579975138811673E-1
6.85000000000000053E-8	1.49808227860746657E-1
6.90000000000000036E-8	6.19166976742961506E-2
6.95000000000000107E-8	-3.09753451013034464E-2
7.00000000000000089E-8	-1.21528681897626400E-1
7.05000000000000071E-8	-2.02509322661394142E-1
7.09999999999999787E-8	-2.67599800811346089E-1
7.14999999999999947E-8	-3.11964221795173424E-1
7.20000000000000107E-8	-3.32677416225372102E-1
7.25000000000000000E-8	-3.28975238285238714E-1
7.29999999999999982E-8	-3.02300021775900696E-1
7.35000000000000142E-8	-2.56135120662374405E-1
7.40000000000000124E-8	-1.95643344713476175E-1
7.45000000000000018E-8	-1.27126170275242401E-1
7.50000000000000000E-8	-5.72635132183206252E-2
7.54999999999999982E-8	7.22729746174428112E-3
7.60000000000000142E-8	6.04222896365572826E-2
7.65000000000000124E-8	9.77746099658260803E-2
7.70000000000000018E-8	1.16557991225337076E-1
7.75000000000000000E-8	1.16124474968449110E-1
7.80000000000000160E-8	9.79492949507930888E-2
7.85000000000000142E-8	6.54571858667301321E-2
7.90000000000000124E-8	2.36465993340748870E-2
7.95000000000000107E-8	-2.14685476909516382E-2
8.00000000000000000E-8	-6.36363575998971864E-2
8.05000000000000071E-8	-9.67213187240974115E-2
8.10000000000000142E-8	-1.15540973100978239E-1
8.14999999999999858E-8	-1.16445218227129343E-1
8.20000000000000107E-8	-9.77429998492074681E-2
8.25000000000000000E-8	-5.99301950203134659E-2
8.30000000000000071E-8	-5.69217017931258429E-3
8.34999999999999964E-8	6.03228170979925160E-2
8.40000000000000213E-8	1.31939792437437586E-1
8.45000000000000107E-8	2.02073251933885567E-1
8.50000000000000178E-8	2.63525027533141643E-1
8.55000000000000249E-8	3.09508576521788870E-1
8.59999999999999787E-8	3.34474763043440770E-1
8.65000000000000036E-8	3.34718799310378490E-1
8.70000000000000107E-8	3.08815052321688288E-1
8.75000000000000178E-8	2.57832271688098480E-1
8.79999999999999893E-8	1.85303192482910695E-1
8.84999999999999964E-8	9.69468463874820685E-2
8.89999999999999858E-8	1.66844322208671603E-4
8.95000000000000107E-8	-9.66340387930761757E-2
9.00000000000000178E-8	-1.84888571557695136E-1
9.05000000000000249E-8	-2.56579912430240675E-1
9.10000000000000320E-8	-3.05080396324136194E-1
9.15000000000000036E-8	-3.25812512191807624E-1
9.19999999999999929E-8	-3.16720177221314092E-1
9.25000000000000178E-8	-2.78501260099097303E-1
9.30000000000000071E-8	-2.14575538073377148E-1
9.35000000000000320E-8	-1.30788353704351379E-1
9.39999999999999858E-8	-3.48765486762957266E-2
9.45000000000000107E-8	6.42587649583268394E-2
9.50000000000000178E-8	1.57433596050654434E-1
9.55000000000000071E-8	2.35943078941665796E-1
9.59999999999999964E-8	2.92444197939902839E-1
9.65000000000000213E-8	3.21654863564903204E-1
9.69999999999999929E-8	3.20856102895995310E-1
9.75000000000000000E-8	2.90148248729096192E-1
9.80000000000000071E-8	2.32436324631173274E-1
9.85000000000000142E-8	1.53146626052239632E-1
9.89999999999999858E-8	5.97030671781594613E-2
9.95000000000000107E-8	-3.91962785629466959E-2
1.00000000000000022E-7	-1.34492801652109462E-1
1.00500000000000012E-7	-2.17405530493873655E-1
1.01000000000000001E-7	-2.80360684221110024E-1
1.01500000000000012E-7	-3.17686946806725157E-1
1.02000000000000002E-7	-3.26121081219485109E-1
1.02500000000000013E-7	-3.05077407724272787E-1
1.03000000000000003E-7	-2.56658474777303436E-1
1.03500000000000014E-7	-1.85410025864712624E-1
1.04000000000000004E-7	-9.78484794520854528E-2
1.04499999999999993E-7	-1.81105669279993609E-3
1.05000000000000027E-7	9.42707859836627371E-2
1.05500000000000016E-7	1.82275471717093929E-1
1.06000000000000005E-7	2.55030475152012936E-1
1.06499999999999995E-7	3.06982748470772115E-1
1.07000000000000006E-7	3.34659982156163549E-1
1.07499999999999973E-7	3.36918204131021870E-1
1.08000000000000007E-7	3.14958082626881586E-1
1.08500000000000063E-7	2.72115721975061042E-1
1.09000000000000008E-7	2.13455938210842522E-1
1.09500000000000020E-7	1.45232404685805339E-1
1.09999999999999987E-7	7.43831378463191406E-2
1.10500000000000020E-7	7.46394069298856966E-3
1.10999999999999988E-7	-4.97539069166239667E-2
1.11499999999999999E-7	-9.28157822040733294E-2
1.12000000000000011E-7	-1.18942434647265527E-1
1.12500000000000022E-7	-1.27204225051830955E-1
1.13000000000000012E-7	-1.18502256404214701E-1
1.13500000000000023E-7	-9.53679134103889758E-2
1.14000000000000012E-7	-6.16103767199624386E-2
1.14500000000000002E-7	-2.18557985061941062E-2
1.14999999999999991E-7	1.89353337564689106E-2
1.15500000000000025E-7	5.60943032900860672E-2
1.15999999999999992E-7	8.55968905109100220E-2
1.16500000000000004E-7	1.04466883740232186E-1
1.17000000000000015E-7	1.11017320438806943E-1
1.17499999999999982E-7	1.04948700341658441E-1
1.18000000000000038E-7	8.73038638332245753E-2
1.18500000000000005E-7	6.02940404028393040E-2
1.19000000000000017E-7	2.70228162239272995E-2
1.19499999999999984E-7	-8.86261401226352419E-3
1.19999999999999996E-7	-4.35330374397997044E-2
1.20499999999999963E-7	-7.33864575992042845E-2
1.21000000000000019E-7	-9.52496681577667914E-2
1.21499999999999986E-7	-1.06674609705235324E-1
1.22000000000000020E-7	-1.06095719584801773E-1
1.22500000000000031E-7	-9.28955981945487963E-2
1.23000000000000020E-7	-6.73832941903453886E-2
1.23499999999999988E-7	-3.06979730007154128E-2
1.23999999999999999E-7	1.53431980217634156E-2
1.24500000000000033E-7	6.84308942748831406E-2
1.25000000000000022E-7	1.25943863219821717E-1
1.25499999999999989E-7	1.85192056132187854E-1
1.26000000000000023E-7	2.43524737145003067E-1
1.26499999999999968E-7	2.98477531153732256E-1
1.27000000000000002E-7	3.47863442531621425E-1
1.27499999999999991E-7	3.89826971207772743E-1
1.28000000000000003E-7	4.22867108790366864E-1
1.28500000000000036E-7	4.45837749120152438E-1
1.28999999999999981E-7	4.57935023282487386E-1
1.29499999999999993E-7	4.58674465039876278E-1
1.30000000000000004E-7	4.47817291795422445E-1
1.30500000000000038E-7	4.25530079878461454E-1
1.31000000000000005E-7	3.92270393428472186E-1
1.31499999999999995E-7	3.48803277506081422E-1
1.32000000000000006E-7	2.96197990944558720E-1
1.32500000000000018E-7	2.35817276416866184E-1
1.33000000000000007E-7	1.69294021995547617E-1
1.33499999999999974E-7	9.84914978964335397E-2
1.34000000000000008E-7	2.54455141559340126E-2
1.34500000000000042E-7	-4.77046467899452864E-2
1.35000000000000009E-7	-1.18779467844104447E-1
1.35499999999999998E-7	-1.85714177749506826E-1
1.36000000000000032E-7	-2.46654682294608119E-1
1.36500000000000021E-7	-3.00025883155614803E-1
1.37000000000000011E-7	-3.44600826434177776E-1
1.37499999999999978E-7	-3.79547489721475095E-1
1.38000000000000012E-7	-4.04450115509999719E-1
1.38499999999999979E-7	-4.19304716653584997E-1
1.39000000000000012E-7	-4.24491004120410054E-1
1.39500000000000002E-7	-4.20736924028188675E-1
1.40000000000000013E-7	-4.09091523340032737E-1
1.40500000000000025E-7	-3.90794156223724620E-1
1.41000000000000014E-7	-3.67150550335420522E-1
1.41500000000000004E-7	-3.39525809159173564E-1
1.41999999999999948E-7	-3.09294785886493084E-1
1.42500000000000027E-7	-2.77803082412017943E-1
1.42999999999999994E-7	-2.46336587611416258E-1
1.43499999999999983E-7	-2.16095863451835912E-1
1.44000000000000017E-7	-1.88171052132874861E-1
1.44500000000000028E-7	-1.63513442680885923E-1
1.44999999999999996E-7	-1.42952306359733661E-1
1.45500000000000007E-7	-1.26991275827448491E-1
