time	real(VoutPA[1])
2.83000000000000007E-7	-1.09126783418878892E-1
2.83499999999999996E-7	-6.82222193701146562E-2
2.83999999999999897E-7	-2.80469869036512165E-2
2.84500000000000020E-7	1.00272650659000506E-2
2.85000000000000053E-7	4.46650954392544897E-2
2.85500000000000087E-7	7.48453396812089622E-2
2.85999999999999988E-7	1.00108658426369757E-1
2.86500000000000110E-7	1.20487610605042028E-1
2.86999999999999966E-7	1.36300739721376041E-1
2.87500000000000000E-7	1.48020198373301626E-1
2.88000000000000034E-7	1.56193981071599119E-1
2.88500000000000023E-7	1.61372684507085995E-1
2.89000000000000057E-7	1.64060750808034927E-1
2.89499999999999957E-7	1.64711078453313564E-1
2.89999999999999991E-7	1.63756524556766436E-1
2.90499999999999980E-7	1.61584906935723094E-1
2.91000000000000014E-7	1.58521707920120036E-1
2.91500000000000048E-7	1.54804892166318853E-1
2.91999999999999993E-7	1.50543929024247536E-1
2.92500000000000027E-7	1.45683782614735891E-1
2.93000000000000060E-7	1.40016737001809277E-1
2.93499999999999961E-7	1.33266203952112883E-1
2.94000000000000039E-7	1.25207988810815962E-1
2.94499999999999984E-7	1.15747634222373930E-1
2.95000000000000107E-7	1.04924871882788562E-1
2.95500000000000007E-7	9.27094249617394439E-2
2.96000000000000041E-7	7.89832182270079564E-2
2.96499999999999986E-7	6.35287044007437718E-2
2.97000000000000064E-7	4.60810149248862899E-2
2.97500000000000053E-7	2.64269177676104183E-2
2.97999999999999998E-7	4.53280790001344158E-3
2.98499999999999988E-7	-1.93081842577585761E-2
2.98999999999999977E-7	-4.43479981961828340E-2
2.99500000000000055E-7	-6.93562729898737196E-2
3.00000000000000000E-7	-9.28008455795615994E-2
3.00499999999999989E-7	-1.13157112111659353E-1
3.01000000000000068E-7	-1.29308058147244131E-1
3.01500000000000057E-7	-1.40648213343346540E-1
3.02000000000000002E-7	-1.46960419144925414E-1
3.02500000000000036E-7	-1.48194883762790330E-1
3.02999999999999980E-7	-1.44297871589666249E-1
3.03500000000000014E-7	-1.35152241739105650E-1
3.04000000000000048E-7	-1.20617213487119890E-1
3.04500000000000037E-7	-1.00635831429585032E-1
3.05000000000000071E-7	-7.53523008997741250E-2
3.05500000000000060E-7	-4.52636209344958385E-2
3.06000000000000050E-7	-1.12471016061071194E-2
3.06499999999999995E-7	2.54444861442608738E-2
3.06999999999999984E-7	6.32844976204165910E-2
3.07500000000000062E-7	1.00657878602267692E-1
3.08000000000000007E-7	1.36074096755234208E-1
3.08500000000000085E-7	1.68339806515605095E-1
3.08999999999999941E-7	1.96628966677436079E-1
3.09499999999999975E-7	2.20456394679405321E-1
3.10000000000000009E-7	2.39553753835417504E-1
3.10499999999999998E-7	2.53924138313845704E-1
3.11000000000000032E-7	2.63681261972145276E-1
3.11500000000000021E-7	2.68967088497816142E-1
3.12000000000000055E-7	2.69899750980493280E-1
3.12500000000000000E-7	2.66539292630795233E-1
3.12999999999999989E-7	2.58878981925030294E-1
3.13499999999999979E-7	2.46851150045464385E-1
3.14000000000000057E-7	2.30350697468375598E-1
3.14500000000000046E-7	2.09286555196395252E-1
3.14999999999999991E-7	1.83729580201826059E-1
3.15500000000000025E-7	1.53848672117216578E-1
3.16000000000000059E-7	1.20137511729782154E-1
3.16500000000000048E-7	8.36317317755638179E-2
3.17000000000000082E-7	4.60016784823375957E-2
3.17499999999999982E-7	9.31802103774150225E-3
3.18000000000000060E-7	-2.45118465348991688E-2
3.18499999999999961E-7	-5.42722062359770341E-2
3.19000000000000039E-7	-7.95848740472394045E-2
3.19500000000000028E-7	-1.00705145774264171E-1
3.20000000000000018E-7	-1.18307841225506571E-1
3.20500000000000007E-7	-1.32977753124328624E-1
3.21000000000000085E-7	-1.45162568321754915E-1
3.21499999999999986E-7	-1.54993539473585318E-1
3.22000000000000020E-7	-1.61919051660718782E-1
3.22500000000000009E-7	-1.64290983192703210E-1
3.22999999999999998E-7	-1.59766558518518198E-1
3.23500000000000032E-7	-1.47405417239048453E-1
3.24000000000000066E-7	-1.29606035274766462E-1
3.24500000000000055E-7	-1.10933366085338347E-1
3.25000000000000000E-7	-9.53120036474815358E-2
3.25499999999999989E-7	-8.48317579626384344E-2
3.25999999999999979E-7	-8.01849082834896620E-2
3.26500000000000012E-7	-8.13788998487820159E-2
3.27000000000000046E-7	-8.80752875000965574E-2
3.27500000000000080E-7	-9.96507640510673376E-2
3.28000000000000069E-7	-1.15140844235311279E-1
3.28500000000000014E-7	-1.33156796095030883E-1
3.28999999999999959E-7	-1.51795932935991029E-1
3.29499999999999993E-7	-1.68536153032857161E-1
3.30000000000000027E-7	-1.80249296574453544E-1
3.30500000000000149E-7	-1.83409926052054129E-1
3.31000000000000050E-7	-1.74586877138943741E-1
3.31500000000000128E-7	-1.50974772563944959E-1
3.32000000000000028E-7	-1.11165310118850225E-1
3.32500000000000018E-7	-5.65325107606220012E-2
3.33000000000000007E-7	7.45492681375028443E-3
3.33499999999999996E-7	7.24459265366197336E-2
3.33999999999999986E-7	1.31074963326745597E-1
3.34500000000000020E-7	1.79539795283769799E-1
3.35000000000000009E-7	2.17032261451327990E-1
3.35500000000000043E-7	2.43794645045135994E-1
3.36000000000000076E-7	2.60025803235630137E-1
3.36500000000000066E-7	2.65445113330353255E-1
3.37000000000000011E-7	2.59036578501820935E-1
3.37500000000000000E-7	2.38839642530475915E-1
3.38000000000000034E-7	2.02060797844256523E-1
3.38500000000000023E-7	1.46401130072485652E-1
3.39000000000000057E-7	7.41034858226197279E-2
3.39500000000000091E-7	-3.81017966665808716E-3
3.40000000000000080E-7	-7.26563572426643933E-2
3.40499999999999980E-7	-1.24474055410321260E-1
3.41000000000000103E-7	-1.59196551246185480E-1
3.41500000000000004E-7	-1.79419127111091292E-1
3.42000000000000082E-7	-1.87012329764485985E-1
3.42500000000000027E-7	-1.82336165899860214E-1
3.42999999999999972E-7	-1.64223664588266627E-1
3.43499999999999961E-7	-1.29961810583854587E-1
3.43999999999999950E-7	-7.58237944966708710E-2
3.44500000000000028E-7	-1.26341887289438071E-3
3.45000000000000018E-7	8.04360532550349028E-2
3.45499999999999963E-7	1.44765199732476613E-1
3.45999999999999996E-7	1.81442892177072657E-1
3.46500000000000030E-7	1.96938687503214283E-1
3.47000000000000020E-7	1.99320975688820701E-1
3.47500000000000053E-7	1.92686316338987318E-1
3.48000000000000043E-7	1.78728643150513156E-1
3.48500000000000032E-7	1.58514032253720649E-1
3.48999999999999977E-7	1.33311785486895706E-1
3.49500000000000011E-7	1.05064893281700167E-1
3.50000000000000044E-7	7.66074591722141029E-2
3.50500000000000034E-7	5.18218514259750318E-2
3.50999999999999979E-7	3.51026818515771399E-2
3.51500000000000057E-7	3.06034145007074754E-2
3.51999999999999957E-7	4.13720576540971052E-2
3.52500000000000036E-7	6.83700231806103176E-2
3.52999999999999980E-7	1.09358066451306257E-1
3.53500000000000014E-7	1.58359256474311749E-1
3.54000000000000004E-7	2.07183287856005593E-1
3.54500000000000037E-7	2.49006073701637654E-1
3.55000000000000027E-7	2.80728390682451190E-1
3.55499999999999972E-7	3.02065260827378790E-1
3.55999999999999961E-7	3.13701994449842392E-1
3.56500000000000039E-7	3.16141829382989625E-1
3.57000000000000117E-7	3.09267272523841497E-1
3.57500000000000018E-7	2.92181118191409439E-1
3.58000000000000052E-7	2.63176345861579053E-1
3.58500000000000041E-7	2.20006149259575245E-1
3.58999999999999986E-7	1.61039459657894302E-1
3.59500000000000064E-7	8.78615072611385983E-2
3.60000000000000053E-7	7.99096186576760026E-3
3.60500000000000043E-7	-6.66344399854561953E-2
3.61000000000000121E-7	-1.26557645505268335E-1
3.61499999999999932E-7	-1.69084017005545384E-1
3.62000000000000099E-7	-1.96018744115705656E-1
3.62500000000000000E-7	-2.10127230774090368E-1
3.63000000000000034E-7	-2.13587455196486431E-1
3.63499999999999979E-7	-2.07882688155231588E-1
3.64000000000000101E-7	-1.94131025773954335E-1
3.64500000000000046E-7	-1.73449758989181579E-1
3.64999999999999991E-7	-1.47286754200641035E-1
3.65499999999999980E-7	-1.17766989730253457E-1
3.66000000000000014E-7	-8.77620033224448193E-2
3.66500000000000048E-7	-6.06105682745571439E-2
3.67000000000000037E-7	-3.94357521797412680E-2
3.67500000000000071E-7	-2.63715390888864931E-2
3.67999999999999972E-7	-2.20829018358674345E-2
3.68500000000000005E-7	-2.57273710508537157E-2
3.68999999999999995E-7	-3.52059908372045172E-2
3.69500000000000028E-7	-4.75608520425914261E-2
3.70000000000000062E-7	-5.94964899657992596E-2
3.70500000000000052E-7	-6.78253171672902333E-2
3.70999999999999996E-7	-6.99071892495476455E-2
3.71500000000000075E-7	-6.38682926471766255E-2
3.72000000000000064E-7	-4.86655281724884858E-2
3.72500000000000053E-7	-2.42040078676846138E-2
3.73000000000000043E-7	8.36908711378356607E-3
3.73500000000000032E-7	4.64171223732009430E-2
3.74000000000000110E-7	8.61035021575999693E-2
3.74500000000000055E-7	1.23401430167965964E-1
3.75000000000000000E-7	1.55165548501529993E-1
3.75500000000000078E-7	1.79604193831068515E-1
3.75999999999999979E-7	1.96002359443274266E-1
3.76500000000000101E-7	2.04219881347520404E-1
3.77000000000000002E-7	2.04273994834952743E-1
3.77499999999999991E-7	1.96109925170514909E-1
3.78000000000000025E-7	1.79547188086592113E-1
3.78499999999999925E-7	1.54375371612692747E-1
3.79000000000000004E-7	1.20607189197292364E-1
3.79500000000000082E-7	7.89197530997555852E-2
3.80000000000000071E-7	3.11973074569630926E-2
3.80500000000000016E-7	-1.89829002783969947E-2
3.81000000000000005E-7	-6.69069703714558983E-2
3.81499999999999950E-7	-1.08176504991513966E-1
3.82000000000000028E-7	-1.40134374971586118E-1
3.82500000000000062E-7	-1.62439463816536200E-1
3.83000000000000052E-7	-1.76435811181318725E-1
3.83499999999999952E-7	-1.84110996812508643E-1
3.83999999999999986E-7	-1.87479491538401044E-1
3.84500000000000064E-7	-1.88408406631916314E-1
3.85000000000000009E-7	-1.88529893801161963E-1
3.85499999999999998E-7	-1.89382779633812071E-1
3.86000000000000121E-7	-1.92288225976404981E-1
3.86500000000000066E-7	-1.98205046476397118E-1
3.87000000000000099E-7	-2.07602908870079439E-1
3.87500000000000000E-7	-2.20363527195386499E-1
3.87999999999999989E-7	-2.35754830131627280E-1
3.88500000000000023E-7	-2.52542221748883033E-1
3.88999999999999968E-7	-2.69251112372666057E-1
3.89500000000000135E-7	-2.84494770187605051E-1
3.90000000000000036E-7	-2.97212250948351420E-1
3.90500000000000025E-7	-3.06771705345355583E-1
3.91000000000000014E-7	-3.12892268500425974E-1
3.91500000000000092E-7	-3.15494978788432467E-1
3.91999999999999993E-7	-3.14587828706163197E-1
3.92499999999999982E-7	-3.10218860189263079E-1
3.93000000000000016E-7	-3.02498678470172822E-1
3.93500000000000050E-7	-2.91680224118266374E-1
3.94000000000000039E-7	-2.78260753288819895E-1
3.94500000000000073E-7	-2.63062334487918159E-1
3.95000000000000062E-7	-2.47290544289398051E-1
3.95500000000000007E-7	-2.32278225791735293E-1
3.95999999999999952E-7	-2.19286286592063151E-1
3.96500000000000075E-7	-2.09263511391107526E-1
3.97000000000000020E-7	-2.02665222549767288E-1
3.97500000000000053E-7	-1.99369152490603363E-1
3.98000000000000043E-7	-1.98658718850818206E-1
3.98499999999999943E-7	-1.99236004314767601E-1
3.98999999999999977E-7	-1.99256732009233728E-1
3.99500000000000144E-7	-1.96389911342427270E-1
4.00000000000000089E-7	-1.87909453952189742E-1
4.00499999999999989E-7	-1.70929628869647332E-1
4.00999999999999979E-7	-1.42837355204449157E-1
4.01500000000000057E-7	-1.01975529158148359E-1
4.02000000000000046E-7	-4.87466256508845319E-2
4.02500000000000036E-7	1.34114000471636818E-2
4.03000000000000025E-7	7.84308407372204108E-2
4.03500000000000014E-7	1.39959381678197037E-1
4.04000000000000004E-7	1.93654421584559033E-1
4.04499999999999993E-7	2.37524536246852724E-1
4.05000000000000071E-7	2.71257459682484114E-1
4.05500000000000060E-7	2.95570903301662957E-1
4.06000000000000050E-7	3.11448115270917558E-1
4.06500000000000128E-7	3.19602682485142520E-1
4.07000000000000117E-7	3.20290958958974503E-1
4.07499999999999929E-7	3.13259778671429512E-1
4.08000000000000007E-7	2.97691051036917020E-1
4.08499999999999996E-7	2.72122696660856001E-1
4.08999999999999986E-7	2.34348972637328856E-1
4.09499999999999975E-7	1.81414987942551997E-1
4.10000000000000053E-7	1.10512256378364082E-1
4.10500000000000043E-7	2.26814448573915994E-2
4.10999999999999943E-7	-7.12480421783723816E-2
4.11500000000000110E-7	-1.54995957451547373E-1
4.12000000000000011E-7	-2.19958505078465150E-1
4.12500000000000000E-7	-2.66983443653620300E-1
4.13000000000000078E-7	-3.00289230093910353E-1
4.13499999999999979E-7	-3.23611824182180152E-1
4.14000000000000057E-7	-3.39407496120904595E-1
4.14499999999999957E-7	-3.49115336998864567E-1
4.15000000000000124E-7	-3.53447193091366119E-1
4.15499999999999936E-7	-3.52509595565847889E-1
4.16000000000000014E-7	-3.45874721739904079E-1
4.16500000000000092E-7	-3.32543175601240559E-1
4.17000000000000082E-7	-3.10916245123631851E-1
4.17499999999999982E-7	-2.78826133165758350E-1
4.17999999999999972E-7	-2.33661557762011896E-1
4.18500000000000050E-7	-1.72696226792352170E-1
4.18999999999999950E-7	-9.47085896868737720E-2
4.19500000000000117E-7	-5.71141269426643206E-3
4.20000000000000107E-7	7.74756335959709741E-2
4.20500000000000007E-7	1.39953472662328826E-1
4.20999999999999996E-7	1.79219558467155027E-1
4.21499999999999986E-7	1.99450369898852342E-1
4.22000000000000064E-7	2.04603397503425288E-1
4.22500000000000053E-7	1.96616590646333123E-1
4.22999999999999954E-7	1.75957501105058167E-1
4.23499999999999943E-7	1.42535826732936188E-1
4.24000000000000021E-7	9.68093045634134519E-2
4.24500000000000011E-7	4.13198453769580976E-2
4.25000000000000000E-7	-1.80106760279219413E-2
4.25500000000000078E-7	-7.23929657050552766E-2
4.25999999999999979E-7	-1.13390555440322016E-1
4.26499999999999968E-7	-1.36338517988771013E-1
4.27000000000000135E-7	-1.40387392341069273E-1
4.27500000000000124E-7	-1.25834613602530987E-1
4.28000000000000025E-7	-9.23076065576597493E-2
4.28500000000000014E-7	-3.91968599603181111E-2
4.29000000000000092E-7	3.14123219168671319E-2
4.29499999999999993E-7	1.10422934188817701E-1
4.29999999999999893E-7	1.83277968915935507E-1
4.30499999999999972E-7	2.40037230660584866E-1
4.31000000000000050E-7	2.79899364452841182E-1
4.31499999999999950E-7	3.06282537526610188E-1
4.32000000000000028E-7	3.22401978675432765E-1
4.32500000000000018E-7	3.30224434133924660E-1
4.33000000000000007E-7	3.30700651418438518E-1
4.33499999999999908E-7	3.24047740255076455E-1
4.34000000000000252E-7	3.09929292750145446E-1
4.34499999999999975E-7	2.87626459982082583E-1
4.34999999999999964E-7	2.56227085143849242E-1
4.35500000000000043E-7	2.14998697912004744E-1
4.36000000000000032E-7	1.63907663561178807E-1
4.36500000000000110E-7	1.04739029205534995E-1
4.37000000000000099E-7	4.22789575395296513E-2
4.37500000000000089E-7	-1.65151418958650464E-2
4.38000000000000078E-7	-6.59044381188231654E-2
4.38499999999999979E-7	-1.03770190629978254E-1
4.39000000000000057E-7	-1.30891791306642391E-1
4.39499999999999957E-7	-1.49072168101279079E-1
4.39999999999999947E-7	-1.59952603103595825E-1
4.40500000000000025E-7	-1.64796092397079663E-1
4.41000000000000014E-7	-1.64439939422695680E-1
4.41500000000000092E-7	-1.59365400401955593E-1
4.42000000000000082E-7	-1.49768094544141128E-1
4.42500000000000071E-7	-1.35632599676723853E-1
4.42999999999999972E-7	-1.16831945505721047E-1
4.43500000000000050E-7	-9.32528852884919779E-2
4.43999999999999950E-7	-6.49252800238779315E-2
4.44500000000000117E-7	-3.21379813292800565E-2
4.44999999999999929E-7	4.40460581244118021E-3
4.45500000000000096E-7	4.36673954173255652E-2
4.45999999999999996E-7	8.41666135267108473E-2
4.46499999999999986E-7	1.23945412940029387E-1
4.47000000000000064E-7	1.60754895804845788E-1
4.47500000000000053E-7	1.92463130411133365E-1
4.48000000000000043E-7	2.17511782301893053E-1
4.48500000000000032E-7	2.35157180380362796E-1
4.49000000000000021E-7	2.45397477331167613E-1
4.49500000000000011E-7	2.48708762231846459E-1
4.50000000000000089E-7	2.45781270037476185E-1
4.50499999999999901E-7	2.37222866188754500E-1
4.50999999999999979E-7	2.23494445896338823E-1
4.51499999999999968E-7	2.04879739628611590E-1
4.52000000000000046E-7	1.81474023128766992E-1
4.52500000000000036E-7	1.53222871961477791E-1
4.53000000000000114E-7	1.20048359018657314E-1
4.53500000000000014E-7	8.20859470581599204E-2
4.54000000000000092E-7	4.00185688848543286E-2
4.54499999999999993E-7	-4.55662976470189296E-3
4.55000000000000160E-7	-4.89555695034427529E-2
4.55499999999999972E-7	-8.95233004345780081E-2
4.56000000000000050E-7	-1.22598932706692176E-1
4.56500000000000039E-7	-1.45722859886829559E-1
4.57000000000000028E-7	-1.58196531669500873E-1
4.57500000000000018E-7	-1.60721165011754241E-1
4.58000000000000007E-7	-1.54711682980485965E-1
4.58499999999999996E-7	-1.41875673040560346E-1
4.58999999999999986E-7	-1.24161237313617745E-1
4.59500000000000064E-7	-1.03882066000372109E-1
4.59999999999999964E-7	-8.37592611178628133E-2
4.60500000000000043E-7	-6.67964944164672048E-2
4.60999999999999943E-7	-5.57503797175571325E-2
4.61500000000000110E-7	-5.25784587528347735E-2
4.62000000000000099E-7	-5.80294997966392589E-2
4.62500000000000089E-7	-7.14749562908143066E-2
4.62999999999999989E-7	-9.10082563804376399E-2
4.63499999999999979E-7	-1.13850661953657073E-1
4.63999999999999968E-7	-1.37004378306808650E-1
4.64500000000000046E-7	-1.57884248455259835E-1
4.65000000000000036E-7	-1.74588140920763579E-1
4.65500000000000114E-7	-1.85932145207091715E-1
4.66000000000000014E-7	-1.91223793603950365E-1
4.66500000000000004E-7	-1.89960902876920357E-1
4.67000000000000082E-7	-1.81632148768021962E-1
4.67499999999999893E-7	-1.65625374374743539E-1
4.68000000000000060E-7	-1.41262096407129434E-1
4.68500000000000050E-7	-1.08018122953092788E-1
4.68999999999999950E-7	-6.60494055116798329E-2
4.69500000000000028E-7	-1.71367509261275952E-2
4.69999999999999929E-7	3.42832414692689325E-2
4.70500000000000096E-7	8.16145042591654857E-2
4.70999999999999996E-7	1.18641550005778762E-1
4.71499999999999808E-7	1.42096803528406435E-1
4.72000000000000153E-7	1.51758903705996140E-1
4.72500000000000053E-7	1.48778804609120474E-1
4.73000000000000043E-7	1.34334946011978262E-1
4.73500000000000032E-7	1.09344222224791876E-1
4.74000000000000021E-7	7.49150165235393395E-2
4.74500000000000011E-7	3.31294870891219873E-2
4.75000000000000089E-7	-1.23560588314107211E-2
4.75500000000000078E-7	-5.65199101330643128E-2
4.76000000000000068E-7	-9.45806554163982049E-2
4.76499999999999968E-7	-1.23543052529290631E-1
4.76999999999999957E-7	-1.42465932889076496E-1
4.77500000000000036E-7	-1.51676616078742565E-1
4.77999999999999936E-7	-1.51968543870211992E-1
4.78500000000000103E-7	-1.44253721536569213E-1
4.79000000000000004E-7	-1.29518046260365027E-1
4.79499999999999993E-7	-1.08811198050458691E-1
4.79999999999999982E-7	-8.30867257265631132E-2
4.80499999999999972E-7	-5.33422799938233361E-2
4.81000000000000050E-7	-2.05224880359909312E-2
4.81500000000000039E-7	1.42349327110334700E-2
4.81999999999999851E-7	4.91452961880811934E-2
4.82500000000000107E-7	8.14711192963579478E-2
4.83000000000000096E-7	1.08126038169412908E-1
4.83500000000000085E-7	1.27257868056133105E-1
4.84000000000000075E-7	1.38581673403305872E-1
4.84500000000000064E-7	1.42057952993877468E-1
4.84999999999999964E-7	1.37418911216424933E-1
4.85499999999999954E-7	1.24624093251548862E-1
4.85999999999999943E-7	1.03630506216937768E-1
4.86500000000000021E-7	7.40155230377694551E-2
4.87000000000000011E-7	3.49399478043562173E-2
4.87500000000000000E-7	-1.41423821569456365E-2
4.88000000000000078E-7	-7.18773967189232188E-2
4.88500000000000068E-7	-1.33505399808435254E-1
4.88999999999999968E-7	-1.91531609799693725E-1
4.89499999999999957E-7	-2.39420969291163344E-1
4.90000000000000124E-7	-2.74549873143632350E-1
4.90500000000000025E-7	-2.97564503552976145E-1
4.91000000000000014E-7	-3.10519260163389932E-1
4.91500000000000181E-7	-3.15297234826563733E-1
4.92000000000000082E-7	-3.12859224130310976E-1
4.92500000000000071E-7	-3.03054210032491422E-1
4.93000000000000060E-7	-2.84617992544044807E-1
4.93500000000000050E-7	-2.55187601159668720E-1
4.93999999999999950E-7	-2.11295113252153621E-1
4.94500000000000028E-7	-1.48858335250722917E-1
4.94999999999999929E-7	-6.70037744410642233E-2
4.95500000000000096E-7	2.40899547883259002E-2
4.95999999999999996E-7	1.06916524937357726E-1
4.96500000000000075E-7	1.72061644502549838E-1
4.97000000000000064E-7	2.20337104172720499E-1
4.97500000000000053E-7	2.55402917397690565E-1
4.98000000000000131E-7	2.79690191080300643E-1
4.98500000000000032E-7	2.93473042074832202E-1
4.98999999999999844E-7	2.94950673295295163E-1
4.99500000000000011E-7	2.81582629644486815E-1
5.00000000000000089E-7	2.52689126331796077E-1


