time	imag(VoutPA[1])
6.70000000000000018E-8	-3.16572120956543746E-1
6.75000000000000000E-8	-2.99963656170143178E-1
6.80000000000000160E-8	-2.64095839514865771E-1
6.85000000000000053E-8	-2.03123237815823154E-1
6.90000000000000036E-8	-1.09855949572947531E-1
6.95000000000000107E-8	1.48588882027316860E-2
7.00000000000000089E-8	1.42949251221602047E-1
7.05000000000000071E-8	2.36186151546277445E-1
7.09999999999999787E-8	2.87827395602195502E-1
7.14999999999999947E-8	3.10793302386657899E-1
7.20000000000000107E-8	3.14744652782089140E-1
7.25000000000000000E-8	3.02577167248046663E-1
7.29999999999999982E-8	2.72933242589937608E-1
7.35000000000000142E-8	2.21686869210827497E-1
7.40000000000000124E-8	1.43672065473953525E-1
7.45000000000000018E-8	3.87321322316910521E-2
7.50000000000000000E-8	-7.61210500382699529E-2
7.54999999999999982E-8	-1.71434647851506394E-1
7.60000000000000142E-8	-2.32672956190294622E-1
7.65000000000000124E-8	-2.63665588625119529E-1
7.70000000000000018E-8	-2.71918483546170098E-1
7.75000000000000000E-8	-2.60974955092181826E-1
7.80000000000000160E-8	-2.30134141519464386E-1
7.85000000000000142E-8	-1.75632922725480722E-1
7.90000000000000124E-8	-9.27371788991172075E-2
7.95000000000000107E-8	1.60867683804551787E-2
8.00000000000000000E-8	1.27387283033058485E-1
8.05000000000000071E-8	2.10444776852704418E-1
8.10000000000000142E-8	2.57532672818328434E-1
8.14999999999999858E-8	2.77125750585380848E-1
8.20000000000000107E-8	2.76472932925199544E-1
8.25000000000000000E-8	2.57308124772701063E-1
8.30000000000000071E-8	2.17334549102893870E-1
8.34999999999999964E-8	1.51846113010966599E-1
8.40000000000000213E-8	5.73668800969830173E-2
8.45000000000000107E-8	-5.72210549231753607E-2
8.50000000000000178E-8	-1.64865953987791825E-1
8.55000000000000249E-8	-2.43337500935061302E-1
8.59999999999999787E-8	-2.90988622939678043E-1
8.65000000000000036E-8	-3.15938501146526285E-1
8.70000000000000107E-8	-3.24376110277458940E-1
8.75000000000000178E-8	-3.18446521065323562E-1
8.79999999999999893E-8	-2.97406097048131191E-1
8.84999999999999964E-8	-2.58486680693437654E-1
8.89999999999999858E-8	-1.97680869823941396E-1
8.95000000000000107E-8	-1.12486128724756362E-1
9.00000000000000178E-8	-1.06498387196765054E-2
9.05000000000000249E-8	8.46976660456890507E-2
9.10000000000000320E-8	1.53820836702305841E-1
9.15000000000000036E-8	1.93858458508592313E-1
9.19999999999999929E-8	2.09926619131107284E-1
9.25000000000000178E-8	2.06121045331169528E-1
9.30000000000000071E-8	1.83472866647026711E-1
9.35000000000000320E-8	1.41109622984036420E-1
9.39999999999999858E-8	7.85232734854270653E-2
9.45000000000000107E-8	-1.03715260142329257E-3
9.50000000000000178E-8	-8.46333346353908134E-2
9.55000000000000071E-8	-1.51114157872785437E-1
9.59999999999999964E-8	-1.90035633106550783E-1
9.65000000000000213E-8	-2.03783293812652522E-1
9.69999999999999929E-8	-1.96405530783148818E-1
9.75000000000000000E-8	-1.68591310779221892E-1
9.80000000000000071E-8	-1.18110828580255212E-1
9.85000000000000142E-8	-4.27428724319767284E-2
9.89999999999999858E-8	5.24497153651003067E-2
9.95000000000000107E-8	1.49052821935819235E-1
1.00000000000000022E-7	2.26693678885161631E-1
1.00500000000000012E-7	2.77396358800359355E-1
1.01000000000000001E-7	3.04700723700931242E-1
1.01500000000000012E-7	3.14346546404526173E-1
1.02000000000000002E-7	3.09310735908014678E-1
